epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
365,10950,0.89871,1.38655,0.68431,0.00478,0.41204,0.70836,0.6137,0.64059,0.45316,0.64654,0.56259,0.53672,0.30789,1.24725,2.97498,1.52483,0.01254,0,0.0001652,0.0001652,0.0001652
366,10979,0.89219,1.37245,0.68188,0.00483,0.42846,0.70112,0.6165,0.63409,0.44804,0.65068,0.55389,0.53732,0.30546,1.24972,3.01531,1.53031,0.01257,0,0.000161074,0.000161074,0.000161074
367,11009.1,0.88195,1.38047,0.68915,0.00502,0.43722,0.67795,0.63989,0.64079,0.45098,0.64831,0.55982,0.53454,0.30224,1.24335,3.00892,1.52254,0.01254,0,0.000156948,0.000156948,0.000156948
368,11039.6,0.90292,1.41974,0.69236,0.00483,0.41542,0.70494,0.61144,0.64077,0.4526,0.67448,0.5416,0.53433,0.30487,1.25284,2.99613,1.49455,0.01268,0,0.000152822,0.000152822,0.000152822
369,11067.8,0.88093,1.40187,0.70404,0.00503,0.44295,0.6764,0.63205,0.64407,0.45525,0.67978,0.53734,0.53409,0.30396,1.25227,2.96977,1.49944,0.01262,0,0.000148696,0.000148696,0.000148696
370,11098.5,0.90955,1.41832,0.68743,0.00502,0.42659,0.68818,0.61132,0.64178,0.45343,0.61379,0.58134,0.53752,0.30599,1.24555,2.9712,1.50158,0.01262,0,0.000144571,0.000144571,0.000144571
371,11128,0.89571,1.40975,0.69656,0.00488,0.41806,0.68751,0.62867,0.6406,0.45355,0.64158,0.57335,0.53957,0.30668,1.2463,2.97825,1.51359,0.01255,0,0.000140445,0.000140445,0.000140445
372,11156.7,0.89605,1.37474,0.6808,0.00483,0.42326,0.6957,0.62001,0.6422,0.45586,0.63534,0.56719,0.53293,0.30905,1.24349,2.94414,1.49479,0.01254,0,0.000136319,0.000136319,0.000136319
373,11186.2,0.86748,1.37003,0.66695,0.00479,0.42661,0.67322,0.63696,0.64496,0.45701,0.63942,0.55832,0.5356,0.31211,1.24759,2.94226,1.50943,0.01267,0,0.000132193,0.000132193,0.000132193
374,11217.4,0.90946,1.42761,0.68782,0.00471,0.41624,0.66103,0.64523,0.64277,0.4526,0.64356,0.54898,0.53387,0.30362,1.2511,2.95064,1.50959,0.01277,0,0.000128067,0.000128067,0.000128067
375,11246.7,0.90117,1.33154,0.67818,0.00471,0.40799,0.69928,0.60909,0.63556,0.44744,0.64025,0.556,0.52267,0.29639,1.24783,2.97538,1.53012,0.0127,0,0.000123941,0.000123941,0.000123941
376,11276.4,0.89633,1.36945,0.68686,0.00487,0.41781,0.6927,0.6172,0.6385,0.44999,0.63144,0.55767,0.52318,0.29512,1.24759,2.99054,1.54384,0.01266,0,0.000119816,0.000119816,0.000119816
377,11305.9,0.89534,1.33514,0.65896,0.00454,0.38286,0.69467,0.62109,0.64017,0.45316,0.632,0.56346,0.52652,0.29428,1.24432,3.01658,1.54817,0.0126,0,0.00011569,0.00011569,0.00011569
378,11335.4,0.90149,1.42012,0.68319,0.00471,0.43342,0.70574,0.60471,0.63887,0.45613,0.64411,0.55151,0.52678,0.29706,1.24246,3.00205,1.53805,0.01256,0,0.000111564,0.000111564,0.000111564
379,11365.1,0.91124,1.3703,0.68529,0.00467,0.42658,0.69744,0.60991,0.63691,0.45379,0.62902,0.55081,0.5202,0.29768,1.24329,2.97929,1.5387,0.01256,0,0.000107438,0.000107438,0.000107438
380,11394.2,0.86703,1.39407,0.67992,0.00485,0.4096,0.70878,0.60733,0.63835,0.45438,0.64483,0.5461,0.51728,0.29915,1.24609,2.97725,1.51909,0.01273,0,0.000103312,0.000103312,0.000103312
381,11423.9,0.90376,1.40068,0.66567,0.00498,0.4146,0.69365,0.61778,0.63908,0.45186,0.63977,0.5581,0.51918,0.29711,1.24189,3.03312,1.52675,0.01268,0,9.91865e-05,9.91865e-05,9.91865e-05
382,11452.7,0.91008,1.39735,0.67312,0.00479,0.40959,0.69999,0.61457,0.64164,0.4561,0.64282,0.56145,0.53264,0.30208,1.24063,3.02593,1.53143,0.0127,0,9.50607e-05,9.50607e-05,9.50607e-05
383,11481.9,0.87489,1.365,0.69253,0.00506,0.42581,0.69184,0.62253,0.64077,0.45184,0.64674,0.55375,0.53208,0.30365,1.24991,3.00439,1.51655,0.0128,0,9.09349e-05,9.09349e-05,9.09349e-05
384,11511.9,0.91129,1.38107,0.68158,0.00467,0.41273,0.70744,0.61302,0.64033,0.45159,0.65384,0.55374,0.53365,0.29979,1.2399,2.98965,1.54198,0.0126,0,8.6809e-05,8.6809e-05,8.6809e-05
385,11543.1,0.87418,1.36166,0.67375,0.00472,0.40183,0.69618,0.62422,0.63901,0.45049,0.64365,0.55136,0.53222,0.30399,1.24164,2.95134,1.54072,0.01261,0,8.26832e-05,8.26832e-05,8.26832e-05
386,11574.3,0.89019,1.37263,0.68466,0.00488,0.42787,0.70402,0.62462,0.63612,0.4505,0.65018,0.55611,0.53055,0.30121,1.23951,2.9588,1.54023,0.01262,0,7.85574e-05,7.85574e-05,7.85574e-05
387,11606.9,0.89001,1.40953,0.68411,0.00473,0.39874,0.69006,0.62827,0.63815,0.45175,0.65806,0.54066,0.52285,0.30096,1.24637,2.979,1.54346,0.01269,0,7.44316e-05,7.44316e-05,7.44316e-05
388,11637.3,0.87945,1.38347,0.67894,0.00482,0.41844,0.68049,0.64228,0.63543,0.44772,0.65007,0.53452,0.5154,0.29686,1.24833,2.97192,1.53504,0.01269,0,7.03057e-05,7.03057e-05,7.03057e-05
389,11668,0.86877,1.38418,0.67201,0.00485,0.40964,0.68253,0.63351,0.6345,0.44507,0.63419,0.54644,0.51087,0.29539,1.23234,2.99042,1.55906,0.01248,0,6.61799e-05,6.61799e-05,6.61799e-05
390,11698.4,0.87075,1.35247,0.65906,0.00475,0.3995,0.67449,0.6349,0.63712,0.44714,0.62332,0.55514,0.5266,0.30074,1.23505,3.00653,1.55947,0.01258,0,6.20541e-05,6.20541e-05,6.20541e-05
391,11732.7,0.93223,1.33874,0.74404,0.00669,0.53037,0.69053,0.62419,0.63682,0.44451,0.62536,0.55782,0.5221,0.29887,1.24676,3.03009,1.54141,0.01264,0,5.79283e-05,5.79283e-05,5.79283e-05
392,11760.6,0.87802,1.20496,0.64253,0.00628,0.38433,0.69198,0.64159,0.63398,0.4405,0.64262,0.56343,0.52294,0.29363,1.27002,3.10458,1.53326,0.01298,0,5.38024e-05,5.38024e-05,5.38024e-05
393,11786.6,0.89323,1.25907,0.64391,0.00593,0.39679,0.7096,0.61425,0.63581,0.44197,0.6375,0.55948,0.52191,0.29512,1.27698,3.12645,1.52678,0.01304,0,4.96766e-05,4.96766e-05,4.96766e-05
394,11811.3,0.86595,1.24422,0.62629,0.00575,0.34915,0.70841,0.63498,0.6374,0.44248,0.64237,0.56776,0.52461,0.29546,1.28061,3.14287,1.52357,0.01307,0,4.55508e-05,4.55508e-05,4.55508e-05
395,11837.6,0.85696,1.17333,0.60728,0.00551,0.3213,0.72005,0.63152,0.6382,0.44051,0.6348,0.58161,0.52546,0.29627,1.28699,3.14168,1.51602,0.01309,0,4.1425e-05,4.1425e-05,4.1425e-05
396,11863.8,0.85382,1.17833,0.60809,0.00567,0.30753,0.69864,0.64212,0.63946,0.44261,0.63278,0.57284,0.52537,0.29934,1.28219,3.13663,1.50719,0.01317,0,3.72991e-05,3.72991e-05,3.72991e-05
397,11887.7,0.84822,1.16892,0.62121,0.00592,0.32092,0.70814,0.6448,0.64148,0.44327,0.64602,0.56411,0.52817,0.30004,1.28168,3.0841,1.50275,0.01314,0,3.31733e-05,3.31733e-05,3.31733e-05
398,11914,0.86975,1.20756,0.59901,0.00559,0.32298,0.7171,0.63486,0.64513,0.4468,0.63541,0.58214,0.52935,0.29692,1.27885,3.05744,1.50799,0.01307,0,2.90475e-05,2.90475e-05,2.90475e-05
399,11940.1,0.86835,1.22194,0.61581,0.00616,0.34202,0.72126,0.62882,0.64684,0.44883,0.64544,0.56513,0.53219,0.29896,1.28062,3.07519,1.50126,0.01308,0,2.49217e-05,2.49217e-05,2.49217e-05
400,11966.4,0.86966,1.20725,0.62647,0.00553,0.32787,0.71611,0.63621,0.64667,0.44947,0.64246,0.5735,0.53458,0.30034,1.28687,3.05343,1.49378,0.01314,0,2.07958e-05,2.07958e-05,2.07958e-05
